B_Ion,A_Ion,C_Ion,AntiSolvent,Cell_Area,Solv_Anneal,HTL,Bandgap,Solvents,Backcontact,ETL,Synth_Atm,Dep_Procedure,Is_Module,Anneal_Temp,PCE,Voc,Jsc,FF
1,1,3,0,0.04,0,35,,9; 1 >> 1,Ag,PCBM-60,DMF; DMSO >> IPA,Liquid >> Liquid,0,,,19.28,0.723,12.39
1,1,3,0,0.16,0,Unknown,,1 >> 1,Al,PCBM-60 | PCBC,DMF >> Ethanol,Liquid >> Liquid,0,,,18,0.734,11.2
1,1,3,0,0.0314,0,Unknown,,3; 7,Ag,PCBM-60,DMSO; GBL,Liquid,0,10,,19.6,0.74,15.2
1,1,3,0,0.16,0,Unknown,,1,Au,TiO2-c,DMF,Liquid,0,10,,,,9.22
1,0.83; 0.17,0.02; 2.98,0,0.1,0,Unknown,,4; 1,Au,SnO2-c | PCBM-60,DMF; DMSO,Liquid,0,10,,23.1,0.655,16.2
1,1,3,0,1.02,0,30,,6; 1,Ag,PCBM-60 | BCP,DMF; DMSO,Liquid,0,10,,15.3,0.75,12.2
1,1,3,0,,0,150,,0.89; 0.11,Au,SnO2-c,DMF; DMSO,Unknown,0,1800,,23.85,0.79,20.59
1,1,3,0,0.1,0,Unknown,,1 >> 1,N-Graphene,TiO2-c | TiO2-mp,DMF >> IPA,Liquid >> Liquid,0,,,18.69,0.559,8.98
1,0.17; 0.83,3,0,,0,Unknown,,Unknown,Ag,PC61BM,Unknown,Unknown,0,,,24.06,0.83,20.37
1,0.2; 0.8,0.6; 2.4,0,0.1,0,Unknown,,3; 7,Ag,PCBM-60 | ZnO-np,DMSO; GBL,Liquid,0,10,,19.8,0.63,11.6
1,1,3,0,0.066,0,Unknown,,11; 1,Au,TiO2-c,DMF; DMSO,Liquid,0,,,23.7,0.78,19.8
1,0.07; 0.81; 0.1146,1; 2,0,0.1764,0,Unknown,,4; 1,Au,TiO2-c | TiO2-mp,DMF; GBL,Liquid,0,30,,,,14.8
1,1,3,0,0.16,0,Unknown,,1; 1,Ag,TiO2-c | TiO2-mp,DMSO; GBL,Liquid,0,10,,22.08,0.779,17.61
1,0.05; 0.79; 0.16,0.51; 2.49,0,0.1,0,Unknown,,4; 1,Au,SnO2-c,DMF; DMSO,Liquid,0,,,22.82,0.751,19.08
1,0.05; 0.85; 0.10,0.09; 2.91,0,,0,Unknown,,0.8; 0.2,Au,SnO2-c,DMF; DMSO,Unknown,0,1800,,,,19.22
1,1,3,0,0.1,0,Unknown,,1 >> 1,Al,t-BPTI | PDI-C4 | BCP,DMF >> IPA,Liquid >> Liquid,0,,,18.24,0.55,9.56
1,1,1; 2,0,,0,Unknown,,Unknown,Carbon,TiO2-c,DMSO,Unknown,0,180,,14.48,0.7411,12.54
1,1,3,0,0.04,0,Unknown,,1 >> 1,Au,ZnO-np,DMF >> IPA,Liquid >> Liquid,0,,,22.76,0.639,15.36
1,1,3,0,0.12,0,Unknown,,1,Ag,TiO2-c,DMF,Liquid,0,60,,20.04,0.39,7.66
1,1,3,0,0.1,0,Unknown,,1,Carbon-mp,TiO2-c | TiO2-mp | ZrO2-mp,GBL,Liquid,0,,,12.38,0.6,6.53
1,1,3,0,0.1,0,50,,2; 1,Ag-nw,PCBM-60 | AZO-np,DMF; DMSO,Liquid,0,10,,12.64,0.69,8.3
2,1,7,0,,0,Unknown,,0.8; 0.2,Carbon,TiO2-c | TiO2-mp,DMSO; DMF,Unknown,0,1800,,3.14,0.3737,0.73
1,1,3,0,0.1,0,Unknown,,1,Au,TiO2-c,DMF,Liquid,0,45,,18.9,0.616,11.2
1,1,3,0,0.2,0,Unknown,,1 >> 1,Au,TiO2-c | TiO2-mp,DMF >> IPA,Liquid >> Liquid,0,,,13,0.78,11
1,1,3,0,0.16,0,Unknown,,1 >> 1; 4,Au,TiO2-c,DMF >> IPA; Propanol,Liquid >> Liquid,0,,,22,0.32,5.3
1,1,3,0,,0,Unknown,,0.8; 0.2 >> 1,Au,SnO2-c,DMF; DMSO >> IPA,Unknown,0,,,,,23.94
1,1,3,0,7,0,80,,1,Carbon | Ag,TiO2-c | TiO2-mp | ZrO2-mp,GBL,Liquid,1,,,15.3,0.59,12.1
1,1,3,0,0.1,0,280,,1 >> 1,Au,ZnO | Au-nw,DMF >> IPA,Liquid >> Liquid,1,,,22.52,0.714,16.51
1,1,3,0,0.1,0,Unknown,,1,Al,C60,GBL,Liquid,0,15,,8.18,0.53,3.62
1,1,3,0,0.08,0,Unknown,,1 >> 1,Au,TiO2-c | TiO2-mp,DMF >> IPA,Liquid >> Liquid,0,,,18,0.674,11.17
1,1,3,0,0.16,0,Unknown,,5; 5,Ag,TiO2-c | TiO2-mp,DMSO; GBL,Liquid,0,20,,22.8,0.739,18.1
1,1,3,0,0.1,0,200,,9; 1 >> 1,Au,SnO2-c,DMF; DMSO @ 9; 1 >> IPA,Liquid >> Liquid,0,2,,20.7,0.63,13.5
1,1,3,0,0.09,0,Unknown,,9; 20,Au,TiO2-c | TiO2-mp,DMF; GBL,Liquid,0,15,,0.885,0.539,8.16
1.03,0.05; 0.875; 0.075,0.075; 2.925,0,,0,Unknown,,Unknown,Au,TiO2-c | TiO2-mp,Unknown,Unknown,0,,,22.92,0.7,16.17
1,0.67; 0.33,0.5; 2.5,0,0.16,0,Unknown,,4; 1,Au,TiO2-c | TiO2-mp,DMF; DMSO,Liquid,0,45,,23.713,0.761,20.66
1,0.175; 0.750; 0.075,0.36; 2.64,0,,0,Unknown,,Unknown,Ag,PCBM-60 | ZnO,Unknown,Unknown,0,,,23.93,0.81,21.46
1,x; 1-x,3,0,,0,Unknown,,Unknown,Al,C60,Unknown,Unknown,0,,,23.99,0.77,19.95
1,1,3,0,0.04,0,Unknown,,1 >> 1,Ag,ZnO-c,DMF >> IPA,Liquid >> Liquid,0,,,15.37,0.529,8.3
1,0.85; 0.15,0.45; 2.55,0,0.16,0,Unknown,,4; 1,Au,SnO2-c,DMF; DMSO,Liquid,0,,,18.54,0.584,11.79
1,1,3,0,0.24,0,Unknown,,1,Au,TiO2-c | TiO2-mp,DMSO,Liquid,0,60,,16.7,0.79,11.8
1,1,3,0,0.04,0,Unknown,,1,Ag,TiO2-c | TiO2-mp,DMSO,Liquid,0,,,22.91,0.734,16.93
1,1,3,0,0.09,0,Unknown,,1,MoO3 | Ag,TiO2-c | TiO2-mp,DMF,Liquid,0,10,,15.92,0.563,8.16
1,1,2; 1,0,0.04,0,Unknown,,Unknown,Al,ZnO-np,DMF; DMSO,Liquid,0,10,,8.77,0.65,5.71
1,1,1; 2,0,0.1,0,200,,1,Au,SnO2-np,DMF,Liquid,0,5,,9.1,0.46,3.4
1,1,3,0,0.09,0,Unknown,,1,Ag,PCBM-60 | BCP,DMSO,Liquid,0,30,,0.05,0.26,0.18
1,1,3,0,0.05,0,Unknown,,1 >> 1,Au,TiO2-c | TiO2-mp,DMF >> IPA,Liquid >> Liquid,0,,,18.3,0.59,11
1,1,3,0,,0,20,,1,Ag,PCBM-60,DMF,Liquid,0,2,,17.08,0.56,7.9
1,1,3,0,0.108,0,180.0 | 160.0,,1 >> 1,Au,TiO2-c,DMF >> IPA,Liquid >> Liquid,0,,,19.4,0.7,13.4
1,1,2; 1,0,,0,Unknown,,Unknown,Carbon,TiO2-c,DMSO,Unknown,0,,,,,11.13
1,1,3,0,0.1,0,Unknown,,6; 4,Ag,PCBM-60,DMSO; GBL,Liquid,0,5,,21.51,0.65,12.86
1,1,3,0,0.1,0,Unknown,,17; 3 >> 1,Au,TiO2-c | TiO2-mp,DMF; DMSO >> IPA,Liquid >> Liquid,0,,,19.24,0.55,9.63
1,1,2.95; 0.05,0,0.07,0,Unknown,,1,Carbon,TiO2-c | TiO2-mp | ZrO2-mp,DMF,Liquid,0,5,,17.13,0.74,12.24
1,1,3,0,0.06,0,Unknown,,1 >> 1 >> 1,Ag,C60 | bis-C60,DMF >> IPA >> none,Liquid >> Liquid >> Gas,0,,,22.6,0.721,17.07
1,0.10; 0.36; 0.54,0.2; 2.8,0,0.09,0,120,,4; 1,Au,TiO2-c | TiO2-mp,DMF; DMSO,Liquid,0,30,,18.94,0.612,11.93
1,1,3,0,0.1,0,Unknown,,1 >> 1,Carbon | FTO,TiO2-c | TiO2-mp,DMF >> IPA,Liquid >> Liquid,0,,,8.23,0.42,2.83
1,1,3,0,0.071,0,Unknown,,1 >> 1,Ag,ZnO-np,DMF >> IPA,Liquid >> Liquid,0,,,4,0.33,0.4
1,1,3,0,0.1,0,Unknown,,1,Au,Nb2O5-c | TiO2-mp,DMF,Liquid,0,,,15.5,0.76,9.6
1,1,3,0,0.04,0,Unknown,,1 >> 1,Ag,ZnO-c | ZnO-nw | TiO2-np,DMF >> IPA,Liquid >> Liquid,0,,,14.81,0.457,3.41
1,1,3,0,0.089,0,Unknown,,5; 1 >> 1,Au,TiO2-c | TiO2-mp,DMF; DMSO >> IPA,Liquid >> Liquid,0,,,,,12.3
1,1,3,0,0.1,0,Unknown,,9; 1,Au,TiO2-c | TiO2-mp,DMF; DMSO,Liquid,0,,,21.28,0.73,16.31
1,1,3,0,0.285,0,Unknown,,1 >> 1,Au,TiO2-c | TiO2-mp,DMF >> IPA,Liquid >> Liquid,0,,,17.4,0.68,11.6
4,2; 3,13,0,,0,Unknown,,Unknown,Cr | Au,PC61BM,Unknown,Unknown,0,,,20.56,0.82,20.63
1,1,3,0,0.09,0,25,,4; 1,Ag,PCBM-60,DMF; DMSO,Liquid,0,6,,20.86,0.75,16.74
1,0.15; 0.85,0.45; 2.55,0,0.2,0,Unknown,,4; 1,Au,SnO2-np,DMF; DMSO,Liquid,0,,,22.6,0.644,15.1
1,1,3,0,0.1,0,Unknown,,1,Ag,ZnO-c,DMF,Liquid,0,20,,20.69,0.71,16.56
1,1,1; 2,0,0.16,0,Unknown,,1; 1,Au,TiO2-c | TiO2-mp,DMSO; Formamide,Liquid,0,,,13.4,0.738,11.1
1,1,3,0,0.04,0,Unknown,,1 >> 1,Ag,ZnO-np | ZnO-nw,DMF >> IPA,Liquid >> Liquid,0,,,22.841,0.55,6.99
1,1,3,0,0.1,0,Unknown,,1,Ag,ZnO-c | CdSO,DMF,Liquid,0,30,,19.12,0.61,9.33
1,0.3; 0.7,3,0,0.15,0,Unknown,,1 >> 1,Au,TiO2-c | TiO2-mp,DMF >> IPA,Liquid >> Liquid,0,,,13.4,0.66,8.7
1,1,3,0,0.1,0,Unknown,,1,Al,PCBM-60 | Zr(acac)4,DMF,Liquid,0,10,,23.53,0.7,18.05
1,1,3,0,0.04,0,Unknown,,1,Al,PCBM-60 | BCP | LiF,DMF,Liquid,0,30,,11.6,0.65,5.67
1,1,3,0,0.1,0,50,,1,Au,C60,none,Gas,0,15,,17.36,0.578,9.3
1,1,3,0,0.1,0,Unknown,,4; 1 >> 1,Au,TiO2-c | PCBM-60,DMF; DMSO >> IPA,Liquid >> Liquid,0,,,17.7,0.588,11.55
1,1,1; 2,0,,0,Unknown,,Unknown,Carbon,TiO2-c,Unknown,Unknown,0,600,,14.36,0.7359,12.25
3,1,10,0,0.09,0,Unknown,,1,Carbon,TiO2-c | TiO2-mp | ZrO2-mp,DMF,Liquid,0,10,,4.75,0.692,1.51
1,1,3,0,0.09,0,Unknown,,1 >> 1,Ag,TiO2-c | TiO2-mp,DMF >> IPA,Liquid >> Liquid,0,,,17.34,0.598,8.9
1,1,3,0,0.64,0,Unknown,,1,Au,TiO2-c,DMF,Liquid,0,10,,21.71,0.63,12.26
1,0.1; 0.9,3,0,0.1,0,Unknown,,1,Au,TiO2-c,DMF,Liquid,0,5,,23.27,0.74,16.63
1,1,3,0,0.12,0,Unknown,,1,Au,TiO2-c,DMF,Liquid,0,2,,13.97,0.65,9.81
1,1,3,0,0.194,0,100,,3; 7,Ag,PCBM-60 | LiF,DMF; DMSO,Liquid,0,25,,19.8,0.331,12.05
1,1,3,0,,0,Unknown,,Unknown,Au,SnO2-c,Unknown,Unknown,0,,,25.6,0.8291,24.09
1,1,3,0,0.1,0,Unknown,,1 >> 1,Au,TiO2-c | TiO2-mp,DMF >> IPA,Liquid >> Liquid,0,,,15.7,0.688,11.06
1,0.05; 0.7885; 0.1615,0.51; 2.49,0,0.13,0,Unknown,,4; 1,Au,Cr2O3,DMF; DMSO,Liquid,0,40,,20.35,0.628,13.54
1,1,3,0,0.06,0,Unknown,,1,Al,PCBM-60,DMSO,Liquid,0,1,,15,0.41,6.5
1,1,1; 2,0,,0,Unknown,,Unknown,Carbon,TiO2-c,DMSO,Unknown,0,,,14.23,0.783,14.18
1,1,3,0,0.12,0,Unknown,,1 >> 1,Ag,TiO2-c | TiO2-mp,DMF >> IPA,Liquid >> Liquid,0,,,19.83,0.64,12.98
1,0.79; 0.21,3,0,0.1,0,Unknown,,1 >> 1,Carbon,TiO2-c | TiO2-mp | ZrO2-mp,DMF >> IPA,Liquid >> Liquid,0,,,19.6,0.661,11.6
1,1,3,0,0.1,0,Unknown,,1,Au,TiO2-c,DMF,Liquid,0,10,,10.4,0.625,12.7
1,1,3,0,0.12,0,100,,1 >> 1,Au,ZnO-np,DMF >> IPA,Liquid >> Liquid,0,,,13.7,0.494,5.4
1,1,3,0,,0,Unknown,,Unknown,Ag,TiO2-c,Unknown,Unknown,0,,,20.55,0.545,10.14
1,1,3,0,0.0725,0,Unknown,,3; 7,MoO3 | Ag,TiO2-c,DMSO; GBL,Liquid,0,10,,20.17,0.73,15.8
1,1,3,0,0.1,0,Unknown,,9; 1,Au,TiO2-c | TiO2-mp,DMF; DMSO,Liquid,0,,,23.25,0.65,13.25
1,0.83; 0.17,0.5; 2.5,0,0.1,0,Unknown,,4; 1,Ag,TiO2-c | Alq3,DMF; DMSO,Liquid,0,60,,22.36,0.53,11.45
1,1,3,0,0.1,0,Unknown,,1 >> 1,Au,TiO2-c | SnO2-nanosheets,DMF >> IPA,Liquid >> Liquid,0,,,9.49,0.34,1.56
1,1,3,0,0.9,0,Unknown,,1,Ag,PCBM-60 | C60,DMF,Liquid,0,,,21.09,0.481,8.31
1,0.05; 0.92; 0.3,0.09; 2.91,0,0.09,0,Unknown,,9; 1 >> 1,Ag,SnO2-np | SnO2-mp,DMF; DMSO >> IPA,Liquid >> Liquid,0,,,19.45,0.74,19.45
1,1,3,0,0.1,0,Unknown,,nan >> 1,Au,TiO2-c | TiO2-mp,DMF; DMSO >> IPA,Liquid >> Liquid,0,,,19.51,0.75,15.76
1,1,3,0,,0,Unknown,,1,Carbon,SnO2-c,DMF,Unknown,0,600,,15.93,0.432,5.3
1,1,3,0,0.1,0,480,,1 >> 1,Carbon,TiO2-c | TiO2-mp,DMF >> IPA,Liquid >> Liquid,0,,,17.23,0.7,10.4
1,1,3,0,,0,Unknown,,Unknown,Au,SnO2-c,Unknown,Unknown,0,,,23.47,0.7539,20.21
1,1,3,0,0.09,0,Unknown,,45; 105,AgAl,TiO2-c | TiO2-mp,DMSO; GBL,Liquid,0,30,,22.11,0.645,14.49
1,1,3,0,0.09,0,Unknown,,1,Carbon,TiO2-c | TiO2-mp,DMF,Liquid,0,45,,20.1,0.6,10.3
1,1,3,0,,0,Unknown,,Unknown,Au,OA-TiO2,Unknown,Unknown,0,,,23.89,0.757,18.99
1,1,3,0,0.1,0,Unknown,,3; 1,Au,PEIE | NDI-H,DMF; DMSO,Liquid,0,,,16.7,0.6,8.1
1,1,3,0,0.06,0,Unknown,,3; 7,Al,PCBM-60 | LiF,DMF; GBL,Liquid,0,,,20.1,0.73,15.4
1,1,3,0,0.09,0,40,,Unknown,Al,PCBM-70 | AZO,Unknown,Unknown,0,,,13.19,0.756,8.44
1,0.1; 0.1; 0.8,3,0,0.045,0,Unknown,,1,Ag,PCBM-60,DMF,Liquid,0,10,,18.41,0.688,13.51
1,1,3,0,0.096,0,Unknown,,1 >> 1,MoOx | Au,TiO2-c,Octane >> IPA,Liquid >> Liquid,0,,,15.21,0.742,13.3
1,0.85; 0.15,0.45; 2.55,0,0.16,0,Unknown,,4; 1,Au,TiO2-c | TiO2-mp,DMF; DMSO,Liquid,0,90,,21.607,0.753,17.88
1,1,3,0,0.06,0,Unknown,,1,Ag,TiO2-c,DMF,Liquid,0,60,,15.83,0.637,8.88
1,0.82; 0.18,0.53; 2.47,0,0.16,0,Unknown,,4; 1,Au,TiO2-c | TiO2-mp,DMF; DMSO,Liquid,0,45,,15.9,0.61,10.9
1,0.92; 0.08,3,0,,0,Unknown,,Unknown,ITO | Au,SnO2-c,Unknown,Unknown,0,,,,,21.71
3,2; 2,10,0,0.04,0,30,,1,Ag,PCBM-60 | PFN,DMF,Liquid,0,10,,5.17,0.6,3.32
1,1,3,0,0.1,0,40,,9; 1,Ag,PCBM-60 | PEIE,DMF; DMSO,Liquid,0,2,,22.9,0.743,17.78
1,0.05; 0.8075; 0.1425,0.45; 2.55,0,,0,Unknown,,0.8; 0.2,Au,TiO2-c | TiO2-c,DMF; DMSO,Unknown,0,5400,,21.12,0.7,15.44
1,0.12; 0.88,3,0,,0,Unknown,,Unknown,Au,SnO2-c,Unknown,Unknown,0,,,,,15.3
1,1,3,0,0.16,0,150,,1,Au,TiO2-np,DMF,Liquid,0,,,15.31,0.48,5.55
1,0.1; 0.9,0.3; 2.7,0,,0,180,,Unknown,Ag,SnO2-c,Unknown,Unknown,0,,,23.11,0.7402,18.62
1,0.9; 0.1,3,0,,0,Unknown,,0.8; 0.2,Ag,ICBA,DMF; DMSO,Unknown,0,600,,19.56,0.651,9.69
1,1,3,0,,0,Unknown,,0.8; 0.2,Ag,TiO2-c | TiO2-c,DMF; NMP,Unknown,0,,,21.63,0.7531,17.27
1,0.97; 0.03,0.09; 2.91,0,0.1225,0,Unknown,,1 >> 1,Au,none,DMF >> IPA,Liquid >> Liquid,0,,,19.29,0.581,7.4
1,1,3,0,0.16,0,240,,1,Ag,TiO2-c | TiO2-np,DMF,Liquid,0,10,,12.1,0.52,5.4
1,1,3,0,0.12,0,Unknown,,1 >> 1,Ag,ZnO-c | ZnO-nw,DMF >> IPA,Liquid >> Liquid,0,,,16.65,0.628,9.67
1,1,3,0,0.09,0,Unknown,,1,Ag,TiO2-c,DMF,Liquid,0,,,19.2,0.61,11
1,1,3,0,0.16,0,200,,4; 1,Au,TiO2-c | TiO2-mp,DMF; DMSO,Liquid,0,30,,22.6,0.753,18.3
1,1,3,0,0.06,0,Unknown,,1 >> 1,Au,TiO2-c | TiO2-mp,DMF >> IPA,Liquid >> Liquid,0,,,21.1,0.558,11.5
1,1,3,0,0.13,0,40,,4; 6,Ag,PCBM-60 | C60,DMSO; NMP,Liquid,0,6,,22,0.73,15.18
1,0.075; 0.825; 0.05; 0.05,0.15; 2.85,0,,0,Unknown,,Unknown,Ag,PCBM-60,Unknown,Unknown,0,,,25.98,0.822,25.59
1,1,3,0,0.045,0,Unknown,,4; 1,Ag,SnO2-c | PCBM-60,DMF; DMSO,Liquid,0,15,,19.5,0.71,14
1,1,3,0,0.1,0,82,,Unknown,Au,TiO2-c | TiO2-mp,DMF; DMSO,Liquid,0,,,14.408,0.67,7.69
1,0.85; 0.15,3,0,0.0739,0,16.0 | 250.0,,9; 1 >> 1,Au,SnO2-np,DMF; DMSO >> IPA,Liquid >> Liquid,0,,,25.2,0.784,23.32
1,1,3,0,0.1,0,Unknown,,8; 1,Ag,PCBM-60 | BCP,DMF; DMSO,Liquid,0,5,,19.87,0.78,17.16
1,1,3,0,0.089,0,Unknown,,5; 1 >> 1,Au,TiO2-c | TiO2-mp,DMF; DMSO >> IPA,Liquid >> Liquid,0,,,20,0.754,15.3
1,1,3,0,0.1031,0,260,,1 >> 1,Au,SnO2-c | BA-SAM,DMF >> IPA,Liquid >> Liquid,0,,,21.88,0.74,18.11
1,1,3,0,0.1,0,Unknown,,9; 1,Au,TiO2-c | TiO2-mp,DMF; DMSO,Liquid,0,,,3.63,0.568,2.02
1,1,1; 2,0,0.1,0,Unknown,,1,Au,SnO2-np,DMSO,Liquid,0,,,15.63,0.744,13.32
1,1,3,0,0.09,0,Unknown,,4; 1,Au,TiO2-c | TiO2-mp,DMF; DMSO,Liquid,0,50,,20.6,0.766,15.9
1,1,3,0,0.0782,0,Unknown,,Unknown,Ag,C60 | BCP,DMF; DMSO >> IPA,Liquid >> Liquid,0,30,,23.51,0.77,21
1,1-x; x,3,0,,0,Unknown,,Unknown,Ag,KFBS-SnO2,Unknown,Unknown,0,,,24.83,0.8171,23.21
1,1,3,0,0.1,0,Unknown,,1,Au,PCBM-60,none,Gas,0,,,9.19,0.52,4.9
1,1,3,0,0.07068,0,Unknown,,1,Au,TiO2-c,DMF,Liquid,0,45,,7.12,0.45,2.06
1,1,3,0,0.045,0,Unknown,,1,Ag,SnO2-np,DMF,Liquid,0,5,,21.9,0.72,16.2
1,1,3,0,0.09,0,Unknown,,4; 1,Au,TiO2-c | TiO2-mp,DMF; DMSO,Liquid,0,40,,22.2,0.737,17.67
0.5; 0.5,0.2; 0.8,3,0,,0,Unknown,,Unknown,Ag,PCBM-60 | C60,Unknown,Unknown,0,600,,32.85,0.8076,23.46
1,1,3,0,0.1,0,Unknown,,4; 1,Ag,PCBM-60 | BCP,DMF; DMSO,Liquid,0,7,,20.25,0.785,17.01
1,1,3,0,,0,Unknown,,0.8; 0.2,Au,SnO2-c,DMSO; DMF,Unknown,0,,,25.9,0.792,22.59
1,1,3,0,0.05,0,Unknown,,1 >> 1,Au,TiO2-c | TiO2-mp,DMF >> IPA,Liquid >> Liquid,0,,,15.8,0.62,7.8
1,2,5,0,,0,50,,Unknown,Au,SnO2-c,Unknown,Unknown,0,,,2.71,0.54,1.21
1,1,3,0,0.07,0,400,,1,Ag,TiO2-c,DMF,Liquid,0,3,,18.74,0.495,7.89
1,1,3,0,0.1,0,20,,1; 1,Ag,PCBM-60,DMSO; GBL,Liquid,0,10,,19.7,0.66,11.1
1,1,3,0,1,0,50,,2; 1,Ag,C60 | BCP,DMF; DMSO,Liquid,0,,,21.41,0.73,16.57
1,0.15; 0.255; 0.595,3,0,0.1,0,Unknown,,4; 1,Carbon,TiO2-c | TiO2-mp,DMF; DMSO,Liquid,0,10,,21,0.6,12
1,0.75; 0.25,0.5; 2.5,0,0.09,0,Unknown,,4; 1,Au,TiO2-c,DMF; DMSO,Liquid,0,60,,6.9,0.32,1.5
1,1,3,0,0.1,0,Unknown,,1 >> 1,TETA-Graphene | PET,ZnO-np,DMF >> IPA,Liquid >> Liquid,0,,,16.32,0.675,10.69
1,1,3,0,0.125,0,Unknown,,4; 1 >> 1 >> 1,Au,TiO2-c | TiO2-mp,DMF; DMSO >> IPA >> IPA,Liquid >> Liquid >> Liquid,0,,,18.42,0.65,11.99
1,1,3,0,0.07,0,Unknown,,1 >> 1,Ag,PCBM-60,DMF >> none,Liquid >> Gas,0,,,17.27,0.58,10.86
1,1,0.23; 2.77,0,,0,Unknown,,0.7; 0.3,Au,TiO2-c,DMSO; 2-ME,Unknown,0,300,,20.84,0.7903,18.51
1,0.83; 0.17,0.51; 2.49,0,0.1,0,Unknown,,4; 1,Au,TiO2-c | TiO2-mp,DMF; DMSO,Liquid,0,60,,20.29,0.71,14.41
1,1,3,0,1,0,30,,1; 1,Ag,C60 | BCP,DMSO; GBL,Liquid,0,30,,18.83,0.486,7.79
1,1,3,0,0.07,0,Unknown,,1,Carbon,TiO2-c | TiO2-mp | ZrO2-mp,GBL,Liquid,0,60,,21.68,0.64,10.3
1,1,3,0,0.1,0,90,,1,MoO3 | Ag,TiO2-c | 3-OMe-SAM,GBL,Liquid,0,15,,19.153,0.46,7.01
1,0.05; 0.8075; 0.1425,0.45; 2.55,0,,0,Unknown,,Unknown,Ag,PC61BM,Unknown,Unknown,0,,,25.63,0.8115,22.88
1,1; 1,3,0,0.0919,0,Unknown,,1 >> 1,Au,TiO2-c | TiO2-mp,DMF >> IPA,Liquid >> Liquid,0,,,13.7,0.57,5.2
1,1,3,0,0.09,0,Unknown,,1 >> 1,Carbon,TiO2-c | TiO2-mp,DMF >> Methanol,Liquid >> Liquid,0,,,7.02,0.808,9.53
1,1,3,0,0.09,0,Unknown,,1 >> 1,Au,TiO2-c | Ce2O-mp,DMF >> IPA,Liquid >> Liquid,0,,,3.6,0.54,1.84
1,1,3,0,,0,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,25.34,0.82,24.1
1,0.85; 0.15,0.45; 2.55,0,36.1,0,20,,Unknown,Ag,PCBM-60; Graphene | BCP,acetonitrile; Methylamine,Liquid,1,15,,1.9,,14.01
1,1,3,0,0.11,0,60,,1 >> 1,Au,SnO2-c,DMF >> IPA,Liquid >> Liquid,0,,,23.11,0.52,11.7
1,1,3,0,0.1,0,Unknown,,1,Ag,TiO2-c | Al2O3-mp,DMF,Liquid,0,,,4.32,0.46,1.57
1,1,3,0,0.09,0,Unknown,,1,Au,TiO2-c | SiO2-mp,DMSO,Liquid,0,60,,16.4,0.66,11.45
1,1,3,0,,0,Unknown,,Unknown,Au,V-doped ZnO | Y-doped TiO2,Unknown,Unknown,0,,,22,0.74,15.1
1,1,3,0,0.1,0,Unknown,,1,Au,TiO2-c,DMF,Liquid,0,10,,22.36,0.62,13.83
1,1,3,0,,0,Unknown,,0.9; 0.1,Ag,PCBM-60,DMF; DMSO,Unknown,0,600,,23.7,0.8,21.25
1,1,3,0,0.1,0,80.0 | 20.0,,Unknown,Ba | Ag,PCBM-60,none,Gas,0,,,18,0.68,12.2
1,1,3,0,0.15,0,Unknown,,1 >> 1,FTO,TiO2-c | TiO2-mp,DMF >> IPA,Liquid >> Liquid,0,,,2.39,0.31,0.37
1,1,3,0,0.1,0,Unknown,,4; 1,Ag,TiO2-c | TiO2-mp,DMF; DMSO,Liquid,0,15,,14.29,0.57,8.23
1,1,3,0,0.15,0,150,,Unknown,Ag,TiO2-c,Unknown,Liquid,0,60,,18.7,0.599,8.84
1,1,1,0,0.16,0,Unknown,,4; 1,Cu,C60 | BCP,DMF; DMSO,Liquid,0,60,,19.325,0.636,7.94
1,1,3,0,0.7,0,Unknown,,1,Carbon,TiO2-c | TiO2-mp | ZrO2-mp,GBL,Liquid,0,120,,23.47,0.53,11.6
1,1,3,0,0.09,0,Unknown,,1,Au,TiO2-c | TiO2-mp,DMF,Liquid,0,10,,16.97,0.566,8.27
1,1,0.6; 2.4,0,0.06,0,10.0 | 40.0,,1,Au,C60; Phlm | C60,none,Gas,0,,,17.3,0.819,14.6
1,0.07; 0.9; 0.03,0.24; 2.76,0,,0,70,,Unknown,Au,SnO2-c,Unknown,Unknown,0,,,24.28,0.8164,22.3
1,0.25; 0.75,3,0,,0,Unknown,,Unknown,Ag,C60 | BCP,Unknown,Unknown,0,,,24.28,0.7749,18.66
1,0.83; 0.17,0.03; 2.97,0,0.1,0,Unknown,,9; 1 >> 1,Au,SnO2-np,DMF; DMSO >> IPA,Liquid >> Liquid,0,15,,22.78,0.69,19.13
1,1,3,0,0.09,0,Unknown,,1,Au,TiO2-c | TiO2-mp,DMSO,Liquid,0,,,9.79,0.52,4.55
1,1,3,0,0.1,0,Unknown,,1 >> 1,Carbon,TiO2-c | TiO2-mp | PbS-QDs,DMF >> IPA,Liquid >> Liquid,0,,,4.67,0.5,3.05
4,2; 3,13,0,0.06,0,Unknown,,1,Ag,PCBM-60,DMF,Liquid,0,,,7.96,0.544,3.92
1,1,3,0,0.16,0,Unknown,,1,Au,TiO2-c,DMSO,Liquid,0,,,21.35,0.78,17.91
1,1,3,0,0.325,0,Unknown,,1 >> 1,Au,TiO2-c | C60,none >> none,Gas >> Gas,0,,,0.004,0.55,1.9
1,1,3,0,0.075,0,Unknown,,1 >> 1,Ag,PCBM-60,DMF >> IPA,Liquid >> Liquid,0,,,22.7,0.73,18.06
